Rank Number,Protein Name,C1,C2,C3,c,MAX,SUM
563,>tr|E7NK69|E7NK69_YEASO Nap1p OS=Saccharomyces cerevisiae (strain FostersO) GN=FOSTERSO_2940 PE=3 SV=1,7,NaN,NaN,0,7,7
564,>tr|E7Q8N5|E7Q8N5_YEASB Leukotriene A(4) hydrolase OS=Saccharomyces cerevisiae (strain FostersB) GN=FOSTERSB_4084 PE=3 SV=1,NaN,NaN,7,0,7,7
565,>tr|E7Q9U7|E7Q9U7_YEASB Ald4p OS=Saccharomyces cerevisiae (strain FostersB) GN=FOSTERSB_4646 PE=3 SV=1,NaN,NaN,7,0,7,7
566,>tr|E9P8D6|E9P8D6_YEASX Vacuolar membrane ATPase subunit a (Fragment) OS=Saccharomyces cerevisiae GN=VMA1 PE=4 SV=1,NaN,7,NaN,0,7,7
567,>tr|G2W8N0|G2W8N0_YEASK K7_Nup60p OS=Saccharomyces cerevisiae (strain Kyokai no. 7 / NBRC 101557) GN=K7_NUP60 PE=4 SV=1,NaN,7,NaN,0,7,7
568,>tr|G2WII7|G2WII7_YEASK K7_Drs1p OS=Saccharomyces cerevisiae (strain Kyokai no. 7 / NBRC 101557) GN=K7_DRS1 PE=3 SV=1,NaN,7,NaN,0,7,7
569,>tr|N1NVM5|N1NVM5_YEASC Gdb1p OS=Saccharomyces cerevisiae (strain CEN.PK113-7D) GN=CENPK1137D_1876 PE=4 SV=1,7,NaN,NaN,0,7,7
570,>sp|P20459|IF2A_YEAST Eukaryotic translation initiation factor 2 subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SUI2 PE=1 SV=1,6,4,6,0,6,16
571,>sp|P32795|YME1_YEAST Mitochondrial inner membrane i-AAA protease supercomplex subunit YME1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YME1 PE=1 SV=1,4,6,6,0,6,16
572,>sp|P34227|PRX1_YEAST Mitochondrial peroxiredoxin PRX1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRX1 PE=1 SV=1,6,6,4,0,6,16
573,>sp|P47143|ADK_YEAST Adenosine kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ADO1 PE=1 SV=1,5,5,6,0,6,16
574,>sp|P53163|MNP1_YEAST 54S ribosomal protein L12- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MNP1 PE=1 SV=1,6,6,4,0,6,16
575,>sp|P53743|ESF2_YEAST Pre-rRNA-processing protein ESF2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ESF2 PE=1 SV=1,6,5,5,0,6,16
576,>sp|Q06344|ESF1_YEAST Pre-rRNA-processing protein ESF1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ESF1 PE=1 SV=1,5,6,5,0,6,16
577,>sp|P00925|ENO2_YEAST Enolase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ENO2 PE=1 SV=2,6,4,5,0,6,15
578,>sp|P28834|IDH1_YEAST Isocitrate dehydrogenase [NAD] subunit 1- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=IDH1 PE=1 SV=2,6,6,3,0,6,15
579,>sp|P31787|ACBP_YEAST Acyl-CoA-binding protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ACB1 PE=1 SV=3,5,6,4,0,6,15
580,>sp|Q06677|SWA2_YEAST Auxilin-like clathrin uncoating factor SWA2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SWA2 PE=1 SV=1,6,6,3,0,6,15
581,>sp|P07278|KAPR_YEAST cAMP-dependent protein kinase regulatory subunit OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BCY1 PE=1 SV=4,6,6,2,0,6,14
582,>sp|P39523|YM11_YEAST Uncharacterized protein YMR124W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YMR124W PE=1 SV=2,4,4,6,0,6,14
583,>sp|P39078|TCPD_YEAST T-complex protein 1 subunit delta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CCT4 PE=1 SV=2,6,2,5,0,6,13
584,>sp|P53315|SOL4_YEAST 6-phosphogluconolactonase 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SOL4 PE=1 SV=1,4,6,3,0,6,13
585,>sp|Q04409|EMI2_YEAST Putative glucokinase-2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=EMI2 PE=1 SV=1,6,5,2,0,6,13
586,>sp|Q08548|ALE1_YEAST Lysophospholipid acyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ALE1 PE=1 SV=1,6,2,5,0,6,13
587,>sp|Q12211|PUS1_YEAST tRNA pseudouridine synthase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PUS1 PE=1 SV=1,3,4,6,0,6,13
588,>sp|B3LSS7|SOL3_YEAS1 6-phosphogluconolactonase 3 OS=Saccharomyces cerevisiae (strain RM11-1a) GN=SOL3 PE=3 SV=1,6,4,2,0,6,12
589,>sp|P07284|SYSC_YEAST Serine--tRNA ligase- cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SES1 PE=1 SV=2,6,5,1,0,6,12
590,>sp|P27472|GYS2_YEAST Glycogen [starch] synthase isoform 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GSY2 PE=1 SV=3,6,3,3,0,6,12
591,>sp|P32074|COPG_YEAST Coatomer subunit gamma OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC21 PE=1 SV=2,3,3,6,0,6,12
592,>sp|P41832|BNI1_YEAST Protein BNI1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BNI1 PE=1 SV=3,6,6,NaN,0,6,12
593,>sp|P47160|ENT3_YEAST Epsin-3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ENT3 PE=1 SV=1,6,NaN,6,0,6,12
594,>sp|P53250|TWF1_YEAST Twinfilin-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TWF1 PE=1 SV=1,3,6,3,0,6,12
595,>sp|Q02725|VTC3_YEAST Vacuolar transporter chaperone 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VTC3 PE=1 SV=1,6,6,NaN,0,6,12
596,>sp|Q08581|SLK19_YEAST Kinetochore protein SLK19 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SLK19 PE=1 SV=1,2,6,4,0,6,12
597,>tr|N1P3W6|N1P3W6_YEASC Eukaryotic translation initiation factor 3 subunit B OS=Saccharomyces cerevisiae (strain CEN.PK113-7D) GN=PRT1 PE=3 SV=1,NaN,6,6,0,6,12
598,>sp|A7A018|GLG1_YEAS7 Glycogenin-1 OS=Saccharomyces cerevisiae (strain YJM789) GN=GLG1 PE=2 SV=2,NaN,5,6,0,6,11
599,>sp|O94742|SEM1_YEAST 26S proteasome complex subunit SEM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEM1 PE=1 SV=1,6,4,1,0,6,11
600,>sp|P00830|ATPB_YEAST ATP synthase subunit beta- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ATP2 PE=1 SV=2,6,5,NaN,0,6,11
601,>sp|P16861|PFKA1_YEAST ATP-dependent 6-phosphofructokinase subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PFK1 PE=1 SV=1,NaN,6,5,0,6,11
602,>sp|P20676|NUP1_YEAST Nucleoporin NUP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NUP1 PE=1 SV=1,NaN,6,5,0,6,11
603,>sp|P36775|LONM_YEAST Lon protease homolog- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PIM1 PE=1 SV=2,NaN,5,6,0,6,11
604,>sp|P40581|GPX3_YEAST Peroxiredoxin HYR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HYR1 PE=1 SV=1,6,4,1,0,6,11
605,>sp|Q00764|TPS1_YEAST Alpha-alpha-trehalose-phosphate synthase [UDP-forming] 56 kDa subunit OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TPS1 PE=1 SV=2,5,6,NaN,0,6,11
606,>sp|Q07824|TPO1_YEAST Polyamine transporter 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TPO1 PE=1 SV=1,5,NaN,6,0,6,11
607,>sp|Q12186|BBP_YEAST Branchpoint-bridging protein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MSL5 PE=1 SV=1,2,6,3,0,6,11
608,>tr|E7NLG1|E7NLG1_YEASO Erb1p OS=Saccharomyces cerevisiae (strain FostersO) GN=FOSTERSO_3580 PE=3 SV=2,5,NaN,6,0,6,11
609,>tr|F8WQC8|F8WQC8_YEASX Nicotinamide-nucleotide adenylyltransferase OS=Saccharomyces cerevisiae PE=3 SV=1,5,NaN,6,0,6,11
610,>tr|G2WPE6|G2WPE6_YEASK K7_Svl3p OS=Saccharomyces cerevisiae (strain Kyokai no. 7 / NBRC 101557) GN=K7_SVL3 PE=4 SV=1,3,6,2,0,6,11
611,>sp|P38237|UBP14_YEAST Ubiquitin carboxyl-terminal hydrolase 14 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=UBP14 PE=1 SV=2,NaN,6,4,0,6,10
612,>sp|P38795|NADE_YEAST Glutamine-dependent NAD(+) synthetase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=QNS1 PE=1 SV=1,4,6,NaN,0,6,10
613,>tr|A6ZYQ8|A6ZYQ8_YEAS7 Suppresor of mar1-1 OS=Saccharomyces cerevisiae (strain YJM789) GN=SUM1 PE=4 SV=1,6,4,NaN,0,6,10
614,>sp|P20967|ODO1_YEAST 2-oxoglutarate dehydrogenase- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=KGD1 PE=1 SV=2,3,6,NaN,0,6,9
615,>sp|P26754|RFA2_YEAST Replication factor A protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RFA2 PE=1 SV=1,3,6,NaN,0,6,9
616,>sp|Q01476|UBP2_YEAST Ubiquitin carboxyl-terminal hydrolase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=UBP2 PE=1 SV=2,3,6,NaN,0,6,9
617,>sp|Q03707|SRC1_YEAST Inner nuclear membrane protein SRC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SRC1 PE=1 SV=2,NaN,6,3,0,6,9
618,>sp|Q06489|MTNA_YEAST Methylthioribose-1-phosphate isomerase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MRI1 PE=1 SV=1,6,3,NaN,0,6,9
619,>sp|Q12496|YO098_YEAST Uncharacterized protein YOL098C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YOL098C PE=1 SV=1,3,NaN,6,0,6,9
620,>tr|B3LHW4|B3LHW4_YEAS1 Oligomycin resistance ATP-dependent permease YOR1 OS=Saccharomyces cerevisiae (strain RM11-1a) GN=SCRG_00746 PE=4 SV=1,3,6,NaN,0,6,9
621,>tr|E7LSA0|E7LSA0_YEASV Glt1p OS=Saccharomyces cerevisiae (strain VIN 13) GN=VIN13_0610 PE=4 SV=1,NaN,6,3,0,6,9
622,>tr|G2WMB1|G2WMB1_YEASK K7_Mdh2p OS=Saccharomyces cerevisiae (strain Kyokai no. 7 / NBRC 101557) GN=K7_MDH2 PE=4 SV=1,6,NaN,3,0,6,9
623,>sp|P07275|PUT2_YEAST Delta-1-pyrroline-5-carboxylate dehydrogenase- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PUT2 PE=1 SV=2,6,2,NaN,0,6,8
624,>sp|P38788|SSZ1_YEAST Ribosome-associated complex subunit SSZ1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SSZ1 PE=1 SV=2,2,6,NaN,0,6,8
625,>sp|P38841|YHT8_YEAST Uncharacterized protein YHR138C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YHR138C PE=1 SV=1,6,2,NaN,0,6,8
626,>sp|P47173|YJ9J_YEAST Uncharacterized protein YJR142W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YJR142W PE=1 SV=1,6,1,1,0,6,8
627,>tr|A6ZTQ1|A6ZTQ1_YEAS7 Protein associated with topoisomerase II OS=Saccharomyces cerevisiae (strain YJM789) GN=PAT1 PE=4 SV=1,2,NaN,6,0,6,8
628,>tr|E7NN78|E7NN78_YEASO Psh1p OS=Saccharomyces cerevisiae (strain FostersO) GN=FOSTERSO_4398 PE=4 SV=1,2,NaN,6,0,6,8
629,>sp|A6ZPE5|NOP58_YEAS7 Nucleolar protein 58 OS=Saccharomyces cerevisiae (strain YJM789) GN=NOP58 PE=3 SV=1,6,1,NaN,0,6,7
630,>sp|P39676|FHP_YEAST Flavohemoprotein OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YHB1 PE=1 SV=2,6,NaN,1,0,6,7
631,>sp|P06106|CYSD_YEAST Homocysteine/cysteine synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MET17 PE=1 SV=3,NaN,NaN,6,0,6,6
632,>sp|P07991|OAT_YEAST Ornithine aminotransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CAR2 PE=1 SV=2,NaN,6,NaN,0,6,6
633,>sp|P32377|MVD1_YEAST Diphosphomevalonate decarboxylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MVD1 PE=1 SV=2,6,NaN,NaN,0,6,6
634,>sp|P38217|IMB2_YEAST Importin subunit beta-2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=KAP104 PE=1 SV=1,6,NaN,NaN,0,6,6
635,>sp|P40467|ASG1_YEAST Activator of stress genes 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ASG1 PE=1 SV=1,6,NaN,NaN,0,6,6
636,>sp|P40480|HOS4_YEAST Protein HOS4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HOS4 PE=1 SV=1,NaN,NaN,6,0,6,6
637,>sp|P48510|DSK2_YEAST Ubiquitin domain-containing protein DSK2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DSK2 PE=1 SV=2,6,NaN,NaN,0,6,6
638,>sp|P52488|UBA2_YEAST Ubiquitin-activating enzyme E1-like OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=UBA2 PE=1 SV=1,NaN,6,NaN,0,6,6
639,>sp|Q06010|STE23_YEAST A-factor-processing enzyme OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=STE23 PE=1 SV=2,6,NaN,NaN,0,6,6
640,>sp|Q08179|MDM38_YEAST Mitochondrial distribution and morphology protein 38 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MDM38 PE=1 SV=1,6,NaN,NaN,0,6,6
641,>sp|Q12234|RUD3_YEAST GRIP domain-containing protein RUD3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RUD3 PE=1 SV=1,NaN,6,NaN,0,6,6
642,>tr|A6ZMQ3|A6ZMQ3_YEAS7 Gyp-like protein OS=Saccharomyces cerevisiae (strain YJM789) GN=GYL1 PE=4 SV=1,NaN,NaN,6,0,6,6
643,>tr|A6ZRR7|A6ZRR7_YEAS7 Bud neck involved protein OS=Saccharomyces cerevisiae (strain YJM789) GN=BNI5 PE=4 SV=1,6,NaN,NaN,0,6,6
644,>tr|A7A284|A7A284_YEAS7 Metallopeptidase M20 OS=Saccharomyces cerevisiae (strain YJM789) GN=SCY_1794 PE=4 SV=1,NaN,NaN,6,0,6,6
645,>tr|B3LFV6|B3LFV6_YEAS1 Uncharacterized protein OS=Saccharomyces cerevisiae (strain RM11-1a) GN=SCRG_00188 PE=3 SV=1,6,NaN,NaN,0,6,6
646,>tr|B3LJG6|B3LJG6_YEAS1 Ubiquitin carboxyl-terminal hydrolase 2 OS=Saccharomyces cerevisiae (strain RM11-1a) GN=SCRG_01519 PE=3 SV=1,NaN,NaN,6,0,6,6
647,>tr|B3LQ32|B3LQ32_YEAS1 Protein SCP160 OS=Saccharomyces cerevisiae (strain RM11-1a) GN=SCRG_03590 PE=4 SV=1,NaN,6,NaN,0,6,6
648,>tr|B5VE24|B5VE24_YEAS6 YBR059Cp-like protein OS=Saccharomyces cerevisiae (strain AWRI1631) GN=AWRI1631_21470 PE=4 SV=1,NaN,NaN,6,0,6,6
649,>tr|B5VE85|B5VE85_YEAS6 Trehalose-6-phosphate synthase (Fragment) OS=Saccharomyces cerevisiae (strain AWRI1631) GN=AWRI1631_22080 PE=3 SV=1,NaN,NaN,6,0,6,6
650,>tr|B5VIY0|B5VIY0_YEAS6 YGR019Wp-like protein OS=Saccharomyces cerevisiae (strain AWRI1631) GN=AWRI1631_72570 PE=3 SV=1,6,NaN,NaN,0,6,6
651,>tr|C7GIW9|C7GIW9_YEAS2 S-adenosylmethionine synthase OS=Saccharomyces cerevisiae (strain JAY291) GN=SAM1 PE=3 SV=1,NaN,NaN,6,0,6,6
652,>tr|C7GLA3|C7GLA3_YEAS2 Sok2p OS=Saccharomyces cerevisiae (strain JAY291) GN=SOK2 PE=4 SV=1,NaN,6,NaN,0,6,6
653,>tr|C8Z6M0|C8Z6M0_YEAS8 Sub2p OS=Saccharomyces cerevisiae (strain Lalvin EC1118 / Prise de mousse) GN=EC1118_1D0_1431g PE=4 SV=1,6,NaN,NaN,0,6,6
654,>tr|C8Z8I5|C8Z8I5_YEAS8 Pyruvate carboxylase OS=Saccharomyces cerevisiae (strain Lalvin EC1118 / Prise de mousse) GN=EC1118_1G1_2300g PE=4 SV=1,6,NaN,NaN,0,6,6
655,>tr|E7LRN1|E7LRN1_YEASV Tos1p OS=Saccharomyces cerevisiae (strain VIN 13) GN=VIN13_0309 PE=4 SV=1,6,NaN,NaN,0,6,6
656,>tr|E7LRX8|E7LRX8_YEASV Ycp4p OS=Saccharomyces cerevisiae (strain VIN 13) GN=VIN13_0478 PE=3 SV=1,6,NaN,NaN,0,6,6
657,>tr|E7LS14|E7LS14_YEASV Pat1p OS=Saccharomyces cerevisiae (strain VIN 13) GN=VIN13_0530 PE=4 SV=1,NaN,6,NaN,0,6,6
658,>tr|E7LTR0|E7LTR0_YEASV Yat2p OS=Saccharomyces cerevisiae (strain VIN 13) GN=VIN13_1295 PE=3 SV=1,NaN,NaN,6,0,6,6
659,>tr|E7M0H9|E7M0H9_YEASV Phosphoserine aminotransferase OS=Saccharomyces cerevisiae (strain VIN 13) GN=VIN13_4530 PE=3 SV=1,NaN,6,NaN,0,6,6
660,>tr|E7Q0V2|E7Q0V2_YEASB Kap104p OS=Saccharomyces cerevisiae (strain FostersB) GN=FOSTERSB_0172 PE=4 SV=1,NaN,6,NaN,0,6,6
661,>tr|E7Q3E2|E7Q3E2_YEASB Frs2p OS=Saccharomyces cerevisiae (strain FostersB) GN=FOSTERSB_1467 PE=4 SV=1,6,NaN,NaN,0,6,6
662,>tr|E7Q9X1|E7Q9X1_YEASB Cam1p OS=Saccharomyces cerevisiae (strain FostersB) GN=FOSTERSB_4856 PE=4 SV=1,6,NaN,NaN,0,6,6
663,>tr|G2WCA2|G2WCA2_YEASK K7_Uso1p OS=Saccharomyces cerevisiae (strain Kyokai no. 7 / NBRC 101557) GN=K7_USO1 PE=4 SV=1,NaN,6,NaN,0,6,6
664,>tr|H9BH66|H9BH66_YEASX Sup35 OS=Saccharomyces cerevisiae GN=SUP35 PE=4 SV=1,6,NaN,NaN,0,6,6
665,>tr|N1P3I5|N1P3I5_YEASC Kap123p OS=Saccharomyces cerevisiae (strain CEN.PK113-7D) GN=CENPK1137D_3522 PE=4 SV=1,NaN,NaN,6,0,6,6
666,>tr|N1P8D9|N1P8D9_YEASC Pho3p OS=Saccharomyces cerevisiae (strain CEN.PK113-7D) GN=CENPK1137D_4639 PE=3 SV=1,NaN,NaN,6,0,6,6
667,>sp|P31380|FUN30_YEAST ATP-dependent helicase FUN30 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FUN30 PE=1 SV=1,5,5,4,0,5,14
668,>sp|P34221|PP2C3_YEAST Protein phosphatase 2C homolog 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PTC3 PE=1 SV=4,4,5,5,0,5,14
669,>sp|P09064|IF2B_YEAST Eukaryotic translation initiation factor 2 subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SUI3 PE=1 SV=2,5,5,3,0,5,13
670,>sp|P14540|ALF_YEAST Fructose-bisphosphate aldolase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FBA1 PE=1 SV=3,5,4,4,0,5,13
671,>sp|P23594|PP2A1_YEAST Serine/threonine-protein phosphatase PP2A-1 catalytic subunit OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PPH21 PE=1 SV=1,3,5,5,0,5,13
672,>sp|P28777|AROC_YEAST Chorismate synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ARO2 PE=1 SV=1,5,5,3,0,5,13
673,>sp|P36035|JEN1_YEAST Carboxylic acid transporter protein homolog OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=JEN1 PE=1 SV=1,4,4,5,0,5,13
674,>sp|P38281|APD1_YEAST Actin patches distal protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=APD1 PE=1 SV=1,5,5,3,0,5,13
675,>sp|P40089|LSM5_YEAST U6 snRNA-associated Sm-like protein LSm5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LSM5 PE=1 SV=1,4,5,4,0,5,13
676,>sp|P47119|ITPA_YEAST Inosine triphosphate pyrophosphatase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HAM1 PE=1 SV=1,5,5,3,0,5,13
677,>sp|P48606|TBCA_YEAST Tubulin-specific chaperone A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RBL2 PE=1 SV=1,3,5,5,0,5,13
678,>sp|Q02784|GLRX5_YEAST Monothiol glutaredoxin-5- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GRX5 PE=1 SV=1,5,5,3,0,5,13
679,>sp|A6ZUM5|RSSA1_YEAS7 40S ribosomal protein S0-A OS=Saccharomyces cerevisiae (strain YJM789) GN=RPS0A PE=3 SV=1,5,3,4,0,5,12
680,>sp|P25296|CANB_YEAST Calcineurin subunit B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CNB1 PE=1 SV=3,5,4,3,0,5,12
681,>sp|P33416|HSP78_YEAST Heat shock protein 78- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HSP78 PE=1 SV=2,4,5,3,0,5,12
682,>sp|P38715|GRE3_YEAST NADPH-dependent aldose reductase GRE3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GRE3 PE=1 SV=1,5,4,3,0,5,12
683,>sp|P38758|TDA3_YEAST Putative oxidoreductase TDA3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TDA3 PE=1 SV=2,5,5,2,0,5,12
684,>sp|P39524|ATC3_YEAST Probable phospholipid-transporting ATPase DRS2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DRS2 PE=1 SV=2,5,3,4,0,5,12
685,>sp|P53312|SUCB_YEAST Succinate--CoA ligase [ADP-forming] subunit beta- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LSC2 PE=1 SV=1,5,2,5,0,5,12
686,>sp|Q01159|MCE1_YEAST mRNA-capping enzyme subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CEG1 PE=1 SV=2,2,5,5,0,5,12
687,>sp|Q08208|NOP12_YEAST Nucleolar protein 12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NOP12 PE=1 SV=1,4,3,5,0,5,12
688,>sp|Q12136|SAS10_YEAST Something about silencing protein 10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SAS10 PE=1 SV=1,5,2,5,0,5,12
689,>sp|P07244|PUR2_YEAST Bifunctional purine biosynthetic protein ADE5-7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ADE5-7 PE=1 SV=1,2,5,4,0,5,11
690,>sp|P40007|NOP16_YEAST Nucleolar protein 16 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NOP16 PE=1 SV=1,3,5,3,0,5,11
691,>sp|P40052|YEQ9_YEAST Uncharacterized protein YER079W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YER079W PE=1 SV=1,5,4,2,0,5,11
692,>sp|P47166|SGM1_YEAST Protein SGM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SGM1 PE=1 SV=1,3,5,3,0,5,11
693,>sp|P54861|DNM1_YEAST Dynamin-related protein DNM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DNM1 PE=1 SV=1,5,3,3,0,5,11
694,>sp|Q03769|ENT5_YEAST Epsin-5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ENT5 PE=1 SV=1,5,3,3,0,5,11
695,>sp|Q12008|PMG2_YEAST Phosphoglycerate mutase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GPM2 PE=1 SV=1,5,4,2,0,5,11
696,>tr|E7LXC5|E7LXC5_YEASV Ade16p OS=Saccharomyces cerevisiae (strain VIN 13) GN=VIN13_3109 PE=3 SV=1,1,5,5,0,5,11
697,>sp|O13297|CET1_YEAST mRNA-capping enzyme subunit beta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CET1 PE=1 SV=2,5,2,3,0,5,10
698,>sp|P21827|RCC1_YEAST Guanine nucleotide exchange factor SRM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SRM1 PE=1 SV=1,3,5,2,0,5,10
699,>sp|P25349|YCP4_YEAST Flavoprotein-like protein YCP4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YCP4 PE=1 SV=1,NaN,5,5,0,5,10
700,>sp|P30822|XPO1_YEAST Exportin-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CRM1 PE=1 SV=1,5,3,2,0,5,10
701,>sp|P31116|DHOM_YEAST Homoserine dehydrogenase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HOM6 PE=1 SV=1,3,5,2,0,5,10
702,>sp|P39522|ILV3_YEAST Dihydroxy-acid dehydratase- mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ILV3 PE=1 SV=2,3,5,2,0,5,10
703,>sp|P40341|YTA12_YEAST Mitochondrial respiratory chain complexes assembly protein YTA12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YTA12 PE=1 SV=2,5,NaN,5,0,5,10
704,>sp|P53155|YGI2_YEAST Uncharacterized protein YGL082W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YGL082W PE=1 SV=1,3,5,2,0,5,10
