,Accession Number,Particle Size,Particle Charge,Solvent Conditions,Average Predicted Value,True Value,% Error Difference,Min,Max,Standard Deviation
904,P35176,10 nm,Positive,10 mM NaPi pH 7.4,0.002151509714087293,0.000115,17.708780122498197,0.0014312042142857002,0.0030534073638095335,0.0007116017452903352
905,P02829,10 nm,Positive,10 mM NaPi pH 7.4,0.0015436452259831163,0.000995,0.5514022371689611,0.0012917870736190566,0.001838974514380952,0.0002182328933324063
906,P02829,100 nm,Negative,10 mM NaPi pH 7.4,0.0014789332855236232,0.00135,0.095506137424906,0.00131913572949207,0.0020050659839682453,0.00019636136989004067
907,P46680,10 nm,Negative,10 mM NaPi pH 7.4,0.00037542402357732327,4.15e-05,8.046362013911406,0.00027841452342857126,0.0005322145499047607,8.704980134790706e-05
908,P38711,100 nm,Negative,10 mM NaPi pH 7.4,0.0024634553544510365,0.00287,0.14165318660242637,0.002246728671619041,0.0027182570005541075,0.00015921554314716094
909,P40531,10 nm,Negative,10 mM NaPi pH 7.4,0.0001885570509177507,0.000233,0.19074227073926736,0.00014478844926984254,0.00031925266479365113,4.721867579496052e-05
910,P40531,100 nm,Negative,10 mM NaPi pH 7.4,0.00020611468208112934,0.000255,0.19170712909361048,0.000143508063746033,0.0003244010063174599,6.25318031247093e-05
911,P27614,10 nm,Positive,10 mM NaPi pH 7.4,0.0005954393940282223,0.000114,4.223152579194932,0.0004684228074285741,0.0007522101040952404,0.00010228656053699974
912,P27614,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0005216819720804285,0.000632,0.1745538416448916,0.00030773206200000025,0.0006185371128095343,0.0001038024138819473
913,P05745,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.006743960528924162,0.00788,0.14416744556799976,0.006197974169523852,0.00761259446095237,0.0005553630249800273
914,Q05905,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.00031224640174871054,0.000768,0.5934291643896998,0.000244346573079365,0.00040174765876190086,5.028656434473752e-05
915,Q05905,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.00048135469610884144,0.000242,0.9890689921852952,0.00042319837606348906,0.0005163426904444424,3.517353211224196e-05
916,P39931,10 nm,Positive,10 mM NaPi pH 7.4,0.0007186427650868348,5.44e-05,12.210344946449169,0.0005727226037142853,0.000875295611142857,9.34672794592587e-05
917,P40495,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0007588281780813846,7.26e-05,9.452178761451577,0.0005743853484444444,0.0015161543711904794,0.00029695954780540104
918,P40495,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0007438388384081658,9.65e-05,6.7081744912763295,0.00047009093533333167,0.0013692550126825382,0.0002791688124180182
919,P32457,100 nm,Negative,10 mM NaPi pH 7.4,0.00021832141202138817,0.00011,0.9847401092853469,0.00019706857747186124,0.0002600698795428562,2.2600589488317206e-05
920,Q12032,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0010920619512844892,0.000901,0.212055439827402,0.0008728857261587315,0.0015011722469841107,0.00020250957824772525
921,P15646,10 nm,Negative,10 mM NaPi pH 7.4,0.002816760452812702,0.000272,9.355736958870228,0.0024531153316825374,0.0031212853493650973,0.00019398412547071757
922,P16965,10 nm,Positive,10 mM NaPi pH 7.4,0.014527264577030472,0.00427,2.4021696901710703,0.009707925520444447,0.02150583804596807,0.0031984851075443346
923,P16965,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.011097641351984247,0.0263,0.5780364504948955,0.006621851391619072,0.014728143365714493,0.003610245164404526
924,P18899,100 nm,Negative,10 mM NaPi pH 7.4,0.00023929006935978627,5.31e-05,3.5064043193933383,0.00012223287538095298,0.00036794126842856696,9.39557632957983e-05
925,P18899,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.00029908827789795647,5.51e-05,4.428099417385781,0.0001446332590476195,0.0004783967037301559,0.00012018145596652268
926,P00899,10 nm,Negative,10 mM NaPi pH 7.4,0.000298957168893218,0.0001,1.9895716889321802,0.00018317912019682727,0.00042169966193650907,8.828027620521883e-05
927,P02309,10 nm,Negative,10 mM NaPi pH 7.4,0.004371281269386256,0.000492,7.884718027207836,0.004150786644761906,0.004666107576666689,0.00017901027592509043
928,P05740,100 nm,Negative,10 mM NaPi pH 7.4,0.005319207088004638,0.00737,0.27826226757060546,0.0038850563306349222,0.006013589288571522,0.0009581788884439929
929,P10659,10 nm,Negative,10 mM NaPi pH 7.4,0.0005403336698130926,0.000366,0.4763215022215645,0.0004967779751904799,0.0007032382575714301,4.8823224685471505e-05
930,P53163,10 nm,Positive,10 mM NaPi pH 7.4,0.001438701487049606,0.000136,9.578687404776515,0.0011747657792380876,0.001916434455238121,0.0002828755310504047
931,P53163,100 nm,Negative,10 mM NaPi pH 7.4,0.0015515516636095301,0.000205,6.568544700534294,0.001122695282666667,0.0019423308311428869,0.0002334111486166145
932,P38891,10 nm,Negative,10 mM NaPi pH 7.4,0.0003471073169777782,0.000388,0.10539351294387059,0.00026776636647619093,0.0004433826784920659,7.32426014853174e-05
933,P38891,100 nm,Negative,10 mM NaPi pH 7.4,0.000535769498706231,0.00017,2.151585286507241,0.00046054391345397197,0.0006497345410857204,6.359570055424644e-05
934,P52286,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0006425047548906562,0.000951,0.3243903734062501,0.0005072011062857169,0.0008761968035238077,0.00010872954402667898
935,P07256,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0002873712245034467,2.64e-05,9.885273655433586,0.0002708335530909086,0.0003033886984761905,1.049803006112563e-05
936,P40518,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0008695752885409697,0.00118,0.2630717893720596,0.0007626556732063586,0.0010172599020952435,8.800459796185723e-05
937,P29311,10 nm,Positive,10 mM NaPi pH 7.4,0.00228600849633651,0.00173,0.32139219441416766,0.001943891359523801,0.0025103020620635074,0.00018666194407228432
938,P43586,10 nm,Positive,10 mM NaPi pH 7.4,0.0020096251079153443,0.000452,3.4460732476003195,0.0015948235196190505,0.002764427864857157,0.0005480507562932301
939,P32445,100 nm,Negative,10 mM NaPi pH 7.4,0.0013221869038836007,0.000786,0.6821716334396956,0.0011806523811428644,0.001632106355142847,0.00014711124493811483
940,P0C0V8,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.019385492981305118,0.0226,0.14223482383605668,0.016855057555555296,0.022315800510158853,0.0014798662328299676
941,P0C0V8,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.021894386034685718,0.026,0.15790822943516467,0.019875940671428415,0.023537692087619102,0.0012301794651883044
942,P04449,10 nm,Positive,10 mM NaPi pH 7.4,0.0021756310777359244,0.00234,0.07024312917268191,0.0020790821990476155,0.0022640144136507876,6.337064228363711e-05
943,P32598,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0002624731336800979,0.000168,0.5623400814291543,0.00017979529919047565,0.000359126415809526,7.05208768212932e-05
944,P32598,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0002740999195396834,3.86e-05,6.101034184965891,0.0001787870786190468,0.00037018259479365323,6.086982498682405e-05
945,P00729,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.00015159067320065993,4.59e-05,2.3026290457660115,0.00012520284482683995,0.0002445182855873017,4.430182595122577e-05
946,P32623,100 nm,Negative,10 mM NaPi pH 7.4,0.0004283138704682548,0.000114,2.757139214633814,0.00037475942838095284,0.0004998296199523834,3.303718022671728e-05
947,P32463,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0009721213087587329,0.000193,4.0368979728431755,0.0006682024074761949,0.0014176654593650825,0.0003581061839290093
948,Q12213,10 nm,Negative,10 mM NaPi pH 7.4,0.0026743516679325497,0.00282,0.051648344704769616,0.0021181480839047597,0.0031189999538730347,0.0003255188859264956
949,P87108,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0028773301449259063,0.00842,0.6582743295812463,0.0018967426969206344,0.004796134061333296,0.0012947055570160001
950,P53301,10 nm,Negative,10 mM NaPi pH 7.4,0.00011772442210930752,2.5e-05,3.708976884372301,0.00010361641107936516,0.00017555091747619204,2.3895074385469044e-05
951,P53301,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.00012324158644559872,5.32e-05,1.3165711737894497,0.00010040357098412655,0.0001925057448095251,2.658716483312377e-05
952,P49626,100 nm,Negative,10 mM NaPi pH 7.4,0.004011386667906523,0.004,0.0028466669766307514,0.003517797720603176,0.0042781687887142855,0.0002648894098500576
953,Q02753,10 nm,Negative,10 mM NaPi pH 7.4,0.0027880534870238184,0.00246,0.13335507602594246,0.002740913062857145,0.0028764132085714353,6.0682188262980366e-05
954,Q06406,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0013373217737302867,0.00213,0.3721494020045602,0.000982343890317459,0.001600172604380962,0.00019681187663645415
955,Q06406,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0018721063800113482,0.000719,1.6037640890283007,0.0013733277569206415,0.002668681731904788,0.0003432216765219798
956,P39938,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.003380682158352402,0.000807,3.189197222245851,0.0031077605788571334,0.0037880825826666522,0.000208684361002258
957,P41056,10 nm,Negative,10 mM NaPi pH 7.4,0.0030096858582243165,0.00226,0.3317194062939454,0.002691043370761875,0.0037180806230476073,0.00029267995474337286
958,P47001,10 nm,Positive,10 mM NaPi pH 7.4,0.00043171201783096224,0.000238,0.8139160413065639,0.00023189955431745845,0.0005919015872380974,0.00010679160186027153
959,P24000,100 nm,Negative,10 mM NaPi pH 7.4,0.0036467178105348084,0.00285,0.2795501089595818,0.00322402267142856,0.004254895603809551,0.00033740001442707294
960,Q06449,100 nm,Negative,10 mM NaPi pH 7.4,0.002065499669694435,6.18e-05,32.42232475233714,0.0017490994784761973,0.002218695024476176,0.00015888271357670575
961,P39111,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.00046397978048369584,0.000217,1.1381556704317781,0.0003086084764011566,0.0009672709309523793,0.0002058437988823146
962,Q04409,100 nm,Negative,10 mM NaPi pH 7.4,0.00038530762636031744,5.31e-05,6.256264149911816,0.0003635273659206361,0.0004053355963142849,2.0160313335383142e-05
963,Q00402,100 nm,Negative,10 mM NaPi pH 7.4,3.082954143194449e-05,8.58e-06,2.593186647079778,1.98284012396826e-05,4.568278158571443e-05,8.246451257608355e-06
964,P39003,10 nm,Positive,10 mM NaPi pH 7.4,0.0010658882313204225,0.000509,1.094082969195329,0.00040769726638095456,0.002689785115904764,0.0007241855315924047
965,Q08193,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.00020589432883134944,0.000175,0.1765390218934254,0.00018100015495238063,0.00022491318917460337,1.465115596624752e-05
966,P32793,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.00037559707861904674,0.000219,0.7150551535116288,0.00030164644753968004,0.000449636176365079,6.678089189300675e-05
967,P0C2H9,10 nm,Positive,10 mM NaPi pH 7.4,0.004835016527896879,0.00298,0.6224887677506306,0.004362236948571472,0.006198080835238155,0.0004155459418978105
968,P40463,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0003079257418063477,0.000663,0.5355569505183292,0.0002671400979999993,0.0003367018523174591,2.5331953271908563e-05
969,Q01519,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.002938028200031758,0.00576,0.4899256597167087,0.0014209802079365066,0.006401199109619111,0.00128044542615981
970,P53319,10 nm,Negative,10 mM NaPi pH 7.4,0.0004408877686985876,0.000543,0.18805199134698417,0.0002791521465333343,0.0009028930694285736,0.0002637168135110674
971,P53319,100 nm,Negative,10 mM NaPi pH 7.4,0.0005069531946153723,0.000352,0.44020793924821683,0.0003817195742857157,0.000975691027142855,0.00016042018024000902
972,P53319,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0005212484628789087,0.000268,0.944956951040704,0.0003284332871999992,0.001016652576952378,0.0002289328440657523
973,Q3E7X9,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0034801985508340605,0.000907,2.837043606211753,0.003181938599682555,0.003996444783492075,0.00025658976003992075
974,P28000,10 nm,Positive,10 mM NaPi pH 7.4,0.0008235980862973557,9.66e-05,7.525860106597885,0.0006088976970952408,0.0011691443329047558,0.0001878459728725809
975,P40561,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.000759406438986393,0.000815,0.06821295829890421,0.0006745624131111167,0.0009960738645714243,0.00010673345781796523
976,P39567,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0007312457207624329,0.000141,4.186139863563354,0.0005235799430000044,0.0010915397142222194,0.00021413706297175695
977,P38113,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0029534101474467025,0.000206,13.336942463333507,0.0026334888533650685,0.0034819491599047637,0.00022250673911150954
978,Q12165,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0008536301991601799,0.000898,0.04940957777262826,0.000728470066539691,0.0009587199234920738,8.377711295861396e-05
979,Q02784,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0015505510661437277,0.00114,0.3601325141611647,0.0012748399160519488,0.001841450150476197,0.0002733232078971461
980,P47018,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.00024447701333477734,0.000133,0.8381730325923108,0.00018988639457142906,0.00036349716971428625,6.442154856227124e-05
981,P39105,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0003835464872163922,0.000116,2.3064352346240704,0.0003434476019639245,0.0004053920891428567,2.0203905758858496e-05
982,P20435,10 nm,Negative,10 mM NaPi pH 7.4,0.000709093023033512,0.000411,0.7252871606654793,0.0006236759168571425,0.000879102293650797,7.482365389951728e-05
983,P20435,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0008060111929428575,0.00154,0.476616108478664,0.0006872285372698405,0.0009343663566031722,8.289618094967617e-05
984,P40089,10 nm,Positive,10 mM NaPi pH 7.4,0.00048357809628571597,0.000139,2.47897910996918,0.0003853633998095256,0.0005715416800952434,8.555467738090801e-05
985,P00724,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.00018790429690397482,0.0004,0.530239257740063,0.00015310817561904835,0.00026855599128571635,3.3518722017704346e-05
986,P00724,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.00032095683084761874,0.000167,0.9218971907043039,0.00022121808642857222,0.0003548290749523806,3.7479123693702306e-05
987,P40154,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0005983160399015894,0.000187,2.199551015516521,0.0004061713390476215,0.0012324681061904787,0.00035584625484228063
988,Q04773,10 nm,Negative,10 mM NaPi pH 7.4,0.0007846337379818199,0.00131,0.40104294810548097,0.00042545441267099234,0.0010710355095714258,0.00024589573230862925
989,Q07540,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0010022468248941812,0.000828,0.21044302523451844,0.0008294379023492123,0.0013933249281904768,0.00020097967521229878
990,P40563,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0003888571125850962,9.63e-05,3.0379762469895764,0.00019960432662337676,0.00049398162225714,0.0001170268118276551
991,Q04432,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0009665423202083266,0.000774,0.24876268760765716,0.000789466562285713,0.0011588291529523636,0.00015952128463334674
992,P32472,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0012935610760349244,0.000474,1.7290318059808532,0.0007302865003174596,0.0022900613907619214,0.0004467406190234985
993,P00128,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.005723041866633069,0.00682,0.16084430108019512,0.0027608084268571477,0.007395071917523802,0.0011136319284158135
994,P80210,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0006244485574836369,0.000223,1.8002177465633944,0.000437955454142857,0.0009322451213506478,0.00016731263193642411
995,P40043,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0009631718997178103,0.000593,0.6242359185797813,0.0008544290395238077,0.001175893551873011,0.00011323608135834789
996,P47035,10 nm,Positive,10 mM NaPi pH 7.4,0.0001340635515157677,0.000152,0.11800295055415992,9.932531545714314e-05,0.00017415708583809556,1.8677257912212045e-05
997,P43587,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.001444723903174603,0.000769,0.8787046855326436,0.0013771956685714305,0.0016078940728571276,7.825833090528963e-05
998,P43587,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0014398905170987788,0.000951,0.514080459620167,0.0013163706967619002,0.0017205607705714169,0.00010885260234682942
999,P09232,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0005186822844991179,0.000338,0.5345629718908813,0.00040813709819047223,0.0006485985895238161,8.04897825277861e-05
1000,Q04438,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0033951407256043752,0.00447,0.2404606877842561,0.0030820264455555264,0.004489061925619011,0.0003856249396658892
1001,P43598,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0018645169205143714,0.00197,0.05354471039879622,0.0012897330685714208,0.002536464592952383,0.00031269722125252847
1002,P08678,10 nm,Positive,10 mM NaPi pH 7.4,0.0005193840462642853,6.38e-06,80.40815772167481,0.00021346712159047603,0.001261738177288885,0.00036672364092805467
1003,Q12044,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0008761903874952346,0.00117,0.25111932692714994,0.0007732145094285649,0.0009515613847619061,4.844728101994138e-05
1004,P40159,10 nm,Positive,10 mM NaPi pH 7.4,0.0007757302223691405,0.000727,0.06702919170445742,0.0006777337436825329,0.0010208512675238001,0.00011391038531996577
1005,P40159,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0011341806186031657,0.000902,0.2574064507795628,0.0009775779071428538,0.001462999322476177,0.00017742288212031364
1006,P53081,10 nm,Negative,10 mM NaPi pH 7.4,0.0007931450273530619,0.000176,3.506505837233306,0.0007152290770158728,0.0008989718879999991,5.74512743882102e-05
1007,P43603,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.00033952350324444215,0.000396,0.14261741604938846,0.00014454996380952443,0.0006077461163809518,0.0001442101900645511
1008,P14904,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.00024904050279920945,0.000442,0.43655994841807816,0.00022318936414603377,0.00027785937682540105,1.7696931210817313e-05
1009,P14904,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.00034175798479428934,0.00019,0.7987262357594175,0.00024126597024762107,0.00037460181704127466,5.1063164518906516e-05
1010,P04840,10 nm,Negative,10 mM NaPi pH 7.4 + 0.8 mM NaCl,0.0010820842411711127,0.000968,0.1178556210445379,0.000833456959619047,0.0015766656948254002,0.00023143107806869809
1011,P32911,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.0019831423760447208,0.00183,0.08368435849438292,0.001425735346507924,0.0031081797133333156,0.0006157856696278141
1012,P0C2I6,10 nm,Positive,10 mM NaPi pH 7.4,7.375140891428586e-05,7.82e-06,8.431126459627349,5.324468416190553e-05,0.00011046977557142817,1.7312163007184664e-05
1013,P32529,10 nm,Positive,10 mM NaPi pH 7.4,0.0016317658704920652,0.00063,1.5901045563366112,0.0014291330942857185,0.0018790707919206326,0.00012691737674585656
1014,Q99321,10 nm,Positive,10 mM NaPi pH 7.4,0.0006208877604880981,0.000481,0.29082694488170097,0.0004882735966984163,0.0012300064444761935,0.0001957984698957453
1015,P37299,10 nm,Negative,10 mM NaPi pH 7.4 + 3.0 mM NaCl,0.0030524547944197067,0.00208,0.46752634347101296,0.002580667012857102,0.0034676977913015643,0.00026657883701966073
1016,P37304,10 nm,Negative,10 mM NaPi pH 7.4,8.142858787630595e-05,3.05e-05,1.6697897664362609,6.891475345887434e-05,0.00010426039852063486,1.2849437781964214e-05
1017,P01098,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.007271344880873053,0.0111,0.3449238846060313,0.0030849689466666665,0.009285147432380977,0.0021365167005162927
1018,Q08220,10 nm,Negative,10 mM NaPi pH 7.4 + 0.1 mM cys,0.00014380144058778177,0.00011,0.30728582352528877,0.00012734024036940755,0.00016041587041269747,1.1783215554995633e-05
